"quarter3","total_wage","ID"
"97","962412","2102157"
"119","2032380","2102158"
"60","780738","2102159"
"37","972376","2102160"
"293","5259029","2102161"
"390","6478788","2102162"
"299","4521782","2102163"
"8","442527","2102164"
"50","1167979","2102165"
"21","188606","2102166"
"375","8048302","2102167"
"420","7361046","2102168"
"190","3036428","2102169"
"359","5302520","2102170"
"543","8724326","2102171"
"888","18205820","2102172"
"18","177583","2102173"
"868","17909969","2102174"
"17","159646","2102175"
"119","2032380","2102176"
"543","8724326","2102177"
"296","5289331","2102178"
"299","4521782","2102179"
"18","177583","2102180"
"418","9389229","2102181"
"543","8724326","2102182"
"173","2876782","2102183"
"415","7321711","2102184"
"17","159646","2102185"
"359","5302520","2102186"
"4910","89701235","2102187"
"237","7317347","2102188"
"36","480342","2102189"
"149","1992925","2102190"
"21","261314","2102191"
"59","991666","2102192"
"65","920904","2102193"
"32","466662","2102194"
"105","1908701","2102195"
"283","4478832","2102196"
"205","2944489","2102197"
"13","258965","2102198"
"86","1225530","2102199"
"180","4051057","2102200"
"57","637947","2102201"
"226","3950348","2102202"
"73","1287975","2102203"
"24","489525","2102204"
"288","3685730","2102205"
"64","1064113","2102206"
"222","3927363","2102207"
"130","2821696","2102208"
"635","13809913","2102209"
"67","1129869","2102210"
"25","689196","2102211"
"71","926908","2102212"
"37","467308","2102213"
"654","12189062","2102214"
"97","1758375","2102215"
"21","1066615","2102216"
"688","15667485","2102217"
"409","5598435","2102218"
"394","5478070","2102219"
"611","11513849","2102220"
"880","16139410","2102221"
"86","1419820","2102222"
"943","20179527","2102223"
"152","2154992","2102224"
"293","3796579","2102225"
"433","6686453","2102226"
"323","8537728","2102227"
"57","741656","2102228"
"166","2170210","2102229"
"188","2896582","2102230"
"67","1075744","2102231"
"68","952041","2102232"
"52","714392","2102233"
"14","173146","2102234"
"45","725627","2102235"
"105","1908701","2102236"
"283","4478832","2102237"
"269","3754740","2102238"
"28","556551","2102239"
"101","1514538","2102240"
"57","637947","2102241"
"943","20179527","2102242"
"73","1287975","2102243"
"288","3685730","2102244"
"68","1085383","2102245"
"222","3927363","2102246"
"25","689196","2102247"
"320","6404130","2102248"
"37","467308","2102249"
"654","12189062","2102250"
"97","1758375","2102251"
"326","8625527","2102252"
"166","2170210","2102253"
"356","5766807","2102254"
"65","920904","2102255"
"317","6316331","2102256"
"97","1758375","2102257"
"943","20179527","2102258"
"254","4739341","2102259"
"187","2510983","2102260"
"342","4522691","2102261"
"24","489525","2102262"
"86","1225530","2102263"
"235","4730397","2102264"
"880","16139410","2102265"
"360","8423963","2102266"
"42","719293","2102267"
"16","277448","2102268"
"63","1083805","2102269"
"63","1083805","2102270"
"3670","62157610","2102271"
"63","1083805","2102272"
"436","12664574","2102273"
"34","455269","2102274"
"781","10365854","2102275"
"25","501689","2102276"
"11","171369","2102277"
"98","1284158","2102278"
"105","1249162","2102279"
"281","5069860","2102280"
"400","6448754","2102281"
"86","784331","2102282"
"196","2399756","2102283"
"74","1504117","2102284"
"111","1865256","2102285"
"12","90299","2102286"
"7","108427","2102287"
"34","438585","2102288"
"323","4701291","2102289"
"15","259483","2102290"
"103","1116292","2102291"
"56","871793","2102292"
"730","17140517","2102293"
"197","2407269","2102294"
"230","3258627","2102295"
"307","7137462","2102296"
"604","9771151","2102297"
"103","1021795","2102298"
"258","3750767","2102299"
"18","171327","2102300"
"1181","16814608","2102301"
"568","15205623","2102302"
"134","734920","2102303"
"31","473669","2102304"
"781","10365854","2102305"
"26","505439","2102306"
"98","963213","2102307"
"105","1249162","2102308"
"258","3750767","2102309"
"400","6448754","2102310"
"196","2399756","2102311"
"99","1504026","2102312"
"74","1504117","2102313"
"7","108427","2102314"
"137","1554877","2102315"
"323","4701291","2102316"
"604","15661238","2102317"
"1181","16814608","2102318"
"103","1116292","2102319"
"258","3750767","2102320"
"137","2484337","2102321"
"205","2756938","2102322"
"197","2407269","2102323"
"97","955700","2102324"
"604","9771151","2102325"
"10439","227535371","2102326"
"1474","30541229","2102327"
"155","2224793","2102328"
"390","8199663","2102329"
"236","6116150","2102330"
"68","1063856","2102331"
"77","1342548","2102332"
"81","2162176","2102333"
"2429","51767547","2102334"
"469","7262867","2102335"
"596","12357274","2102336"
"62","1334546","2102337"
"6","78722","2102338"
"111","2812138","2102339"
"10","2547481","2102340"
"124","2401907","2102341"
"191","3339835","2102342"
"141","2746753","2102343"
"2431","61742030","2102344"
"523","10711527","2102345"
"1014","21895266","2102346"
"179","3875994","2102347"
"2942","59585028","2102348"
"306","5079433","2102349"
"626","14675414","2102350"
"1837","36617012","2102351"
"72","1461924","2102352"
"1474","30541229","2102353"
"210","3541836","2102354"
"2819","59967210","2102355"
"236","6116150","2102356"
"306","5079433","2102357"
"81","2162176","2102358"
"469","7262867","2102359"
"596","12357274","2102360"
"69","1284829","2102361"
"111","2812138","2102362"
"121","2157572","2102363"
"1555","32703405","2102364"
"69","1284829","2102365"
"306","5079433","2102366"
"819","18201862","2102367"
"240","6170942","2102368"
"2156","49646834","2102369"
"2429","51767547","2102370"
"180","3519876","2102371"
"179","3875994","2102372"
"611","10522266","2102373"
"79","1098927","2102374"
"61","1912810","2102375"
"7","129803","2102376"
"105","1518260","2102377"
"279","4973973","2102378"
"105","1518260","2102379"
"61","1912810","2102380"
"70","2039476","2102381"
"105","1518260","2102382"
"7","129803","2102383"
"1069","30000952","2102384"
"447","8588812","2102385"
"10","44391","2102386"
"7","2471140","2102387"
"34","674568","2102388"
"49","848096","2102389"
"16","140575","2102390"
"497","9291084","2102391"
"447","8588812","2102392"
"16","140575","2102393"
"447","8588812","2102394"
"16","140575","2102395"
"34","674568","2102396"
"2731","62466700","2102397"
"5","451810","2102398"
"18","678453","2102399"
"18","678453","2102400"
"18","678453","2102401"
"4664","102279117","2102402"
"975","21180924","2102403"
"32","573805","2102404"
"64","806451","2102405"
"2087","45022142","2102406"
"492","10810122","2102407"
"105","2248930","2102408"
"343","6941688","2102409"
"752","17657291","2102410"
"65","1441223","2102411"
"2087","45022142","2102412"
"139","2415506","2102413"
"996","21435647","2102414"
"975","21180924","2102415"
"2231","48672316","2102416"
"139","2415506","2102417"
"492","10810122","2102418"
"975","21180924","2102419"
"139","2415506","2102420"
"647","15272252","2102421"
"340","6916157","2102422"
"2087","45022142","2102423"
"65","1441223","2102424"
"1364","22266336","2102425"
"35","461205","2102426"
"191","2487931","2102427"
"3","36580","2102428"
"32","653996","2102429"
"36","497823","2102430"
"388","5915239","2102431"
"152","2515905","2102432"
"211","3335985","2102433"
"38","497785","2102434"
"28","326639","2102435"
"32","420535","2102436"
"28","326639","2102437"
"191","2487931","2102438"
"3","36580","2102439"
"69","1037558","2102440"
"28","326639","2102441"
"96","3291378","2102442"
"136","2201148","2102443"
"373","5725475","2102444"
"38","497785","2102445"
"46119","816110910","2102446"
"880","18483455","2102447"
"385","7077087","2102448"
"561","9504225","2102449"
"972","13883152","2102450"
"863","18915048","2102451"
"260","3472417","2102452"
"2188","34779891","2102453"
"982","20213327","2102454"
"74","1054186","2102455"
"216","3571647","2102456"
"92","1357877","2102457"
"341","4369011","2102458"
"68","870460","2102459"
"421","7345430","2102460"
"5312","92054237","2102461"
"482","7910082","2102462"
"2","18449","2102463"
"800","11242416","2102464"
"2031","33725791","2102465"
"4","118244","2102466"
"246","3629318","2102467"
"4640","78590643","2102468"
"137","1866736","2102469"
"2134","41949093","2102470"
"286","5101801","2102471"
"1376","22802925","2102472"
"737","11282133","2102473"
"1782","30342391","2102474"
"83","744883","2102475"
"1226","23003016","2102476"
"1198","31542746","2102477"
"126","1750854","2102478"
"619","11794221","2102479"
"526","7167802","2102480"
"2020","38417889","2102481"
"327","5037059","2102482"
"68","1069816","2102483"
"529","11427734","2102484"
"505","10686245","2102485"
"389","6651299","2102486"
"29","281708","2102487"
"40","513808","2102488"
"170","2451141","2102489"
"225","3362994","2102490"
"227","2687840","2102491"
"5392","101245574","2102492"
"27","347163","2102493"
"131","2453591","2102494"
"315","4624810","2102495"
"54","1406753","2102496"
"262","6213444","2102497"
"381","5969416","2102498"
"800","11071528","2102499"
"1039","20079332","2102500"
"354","5288996","2102501"
"18","180707","2102502"
"2838","54417244","2102503"
"3248","53607358","2102504"
"7987","132987828","2102505"
"4055","82535017","2102506"
"7526","143194667","2102507"
"1916","28112083","2102508"
"4966","87819522","2102509"
"575","8798373","2102510"
"2824","47428102","2102511"
"10124","175629188","2102512"
"1596","30171813","2102513"
"1248","25992135","2102514"
"1302","19634890","2102515"
"601","7841428","2102516"
"2188","34779891","2102517"
"1249","23414975","2102518"
"149","1958948","2102519"
"242","3917084","2102520"
"421","7345430","2102521"
"94","1376326","2102522"
"5312","92054237","2102523"
"372","5553232","2102524"
"1133","17690793","2102525"
"1783","26153867","2102526"
"108","1518295","2102527"
"4640","78590643","2102528"
"4966","87819522","2102529"
"1376","22802925","2102530"
"1782","30342391","2102531"
"2214","36706392","2102532"
"1198","31542746","2102533"
"619","11794221","2102534"
"529","11427734","2102535"
"1148","22869105","2102536"
"225","3362994","2102537"
"5392","101245574","2102538"
"27","347163","2102539"
"131","2453591","2102540"
"315","4624810","2102541"
"2130","41139766","2102542"
"1302","19634890","2102543"
"6688","114857162","2102544"
"982","20213327","2102545"
"643","12182860","2102546"
"131","2453591","2102547"
"315","4624810","2102548"
"4966","87819522","2102549"
"2766","63049812","2102550"
"6981","117337609","2102551"
"2647","45765930","2102552"
"1537","22524549","2102553"
"947","14513232","2102554"
"7526","143194667","2102555"
"2343","36743148","2102556"
"255","4650531","2102557"
"77","975851","2102558"
"334","4866831","2102559"
"290","4414650","2102560"
"249","4561513","2102561"
"23","165871","2102562"
"124","1723876","2102563"
"170","2020088","2102564"
"194","2926560","2102565"
"294","4954760","2102566"
"247","3935453","2102567"
"193","2185959","2102568"
"402","6388105","2102569"
"285","4625317","2102570"
"589","9517362","2102571"
"255","4650531","2102572"
"77","975851","2102573"
"334","4866831","2102574"
"249","4561513","2102575"
"402","6388105","2102576"
"124","1723876","2102577"
"170","2020088","2102578"
"334","4866831","2102579"
"77","975851","2102580"
"402","6388105","2102581"
"188","2896582","2102582"
"249","4561513","2102583"
"127","1769906","2102584"
"193","2185959","2102585"
"1607","32885927","2102586"
"732","17021808","2102587"
"61","911351","2102588"
"90","1430881","2102589"
"63","661267","2102590"
"27","766373","2102591"
"144","2661924","2102592"
"96","1449314","2102593"
"110","2249805","2102594"
"14","133480","2102595"
"847","18946909","2102596"
"784","17959843","2102597"
"61","911351","2102598"
"96","1449314","2102599"
"110","2249805","2102600"
"63","987066","2102601"
"110","2249805","2102602"
"96","1449314","2102603"
"144","2661924","2102604"
"13680","241743104","2102605"
"193","4753798","2102606"
"332","4968731","2102607"
"30","381348","2102608"
"79","886577","2102609"
"519","7501809","2102610"
"625","15475843","2102611"
"38","555274","2102612"
"11","141429","2102613"
"50","688322","2102614"
"180","3272187","2102615"
"688","12068056","2102616"
"2","18449","2102617"
"987","15740116","2102618"
"4","118244","2102619"
"804","13732518","2102620"
"997","19457831","2102621"
"77","1546223","2102622"
"202","3322941","2102623"
"312","5070917","2102624"
"480","8260631","2102625"
"197","2998140","2102626"
"244","4254302","2102627"
"113","1551138","2102628"
"18","258923","2102629"
"1549","29776970","2102630"
"54","829443","2102631"
"84","1325946","2102632"
"145","2572650","2102633"
"241","3979853","2102634"
"194","2837766","2102635"
"207","2422814","2102636"
"2438","44766048","2102637"
"16","253528","2102638"
"145","2218407","2102639"
"6","173157","2102640"
"197","2944157","2102641"
"207","3435068","2102642"
"865","17408861","2102643"
"694","11030122","2102644"
"1527","24819730","2102645"
"894","15018361","2102646"
"3435","64223879","2102647"
"549","8741712","2102648"
"2999","52861483","2102649"
"301","4299603","2102650"
"964","19708437","2102651"
"1442","23339515","2102652"
"443","8879530","2102653"
"33","446709","2102654"
"30","381348","2102655"
"101","1218077","2102656"
"519","7501809","2102657"
"832","17898657","2102658"
"94","1275898","2102659"
"13","159878","2102660"
"180","3272187","2102661"
"688","12068056","2102662"
"327","5267842","2102663"
"804","13732518","2102664"
"2999","52861483","2102665"
"202","3322941","2102666"
"480","8260631","2102667"
"550","8291185","2102668"
"244","4254302","2102669"
"113","1551138","2102670"
"84","1325946","2102671"
"409","8369453","2102672"
"194","2837766","2102673"
"2438","44766048","2102674"
"16","253528","2102675"
"145","2218407","2102676"
"615","11720888","2102677"
"30","381348","2102678"
"890","15390997","2102679"
"625","15475843","2102680"
"264","5796803","2102681"
"145","2218407","2102682"
"2999","52861483","2102683"
"535","9015316","2102684"
"1352","22136608","2102685"
"593","9812045","2102686"
"327","5267566","2102687"
"198","3531110","2102688"
"3435","64223879","2102689"
"4389","90075340","2102690"
"583","11169447","2102691"
"93","1269047","2102692"
"292","7089090","2102693"
"135","2351707","2102694"
"372","11259796","2102695"
"57","1038937","2102696"
"375","8345636","2102697"
"482","10793872","2102698"
"690","12830466","2102699"
"372","11259796","2102700"
"349","8128027","2102701"
"221","3568650","2102702"
"205","4546566","2102703"
"1282","22759480","2102704"
"124","2287214","2102705"
"583","11169447","2102706"
"478","8367443","2102707"
"221","3568650","2102708"
"205","4546566","2102709"
"135","2351707","2102710"
"372","11259796","2102711"
"57","1038937","2102712"
"324","7536094","2102713"
"718","13521154","2102714"
"205","4546566","2102715"
"372","11259796","2102716"
"482","10793872","2102717"
"221","3568650","2102718"
"349","8128027","2102719"
"637","9922397","2102720"
"151","1843407","2102721"
"171","2888404","2102722"
"24","549530","2102723"
"62","872785","2102724"
"28","400843","2102725"
"62","1045324","2102726"
"234","3922074","2102727"
"193","2531328","2102728"
"151","1843407","2102729"
"234","3922074","2102730"
"24","549530","2102731"
"234","3922074","2102732"
"59","870337","2102733"
"62","1045324","2102734"
"814","13622842","2102735"
"73","936008","2102736"
"2","78760","2102737"
"171","2718784","2102738"
"75","964268","2102739"
"93","1226792","2102740"
"73","936008","2102741"
"75","964268","2102742"
"12274","191307212","2102743"
"45","761709","2102744"
"582","7958276","2102745"
"69","856020","2102746"
"414","6356562","2102747"
"108","1533194","2102748"
"36","498912","2102749"
"245","2912096","2102750"
"73","1195868","2102751"
"1881","29908561","2102752"
"22","215385","2102753"
"196","2334653","2102754"
"187","4139491","2102755"
"31","429343","2102756"
"154","2094723","2102757"
"2613","42199889","2102758"
"27","475205","2102759"
"416","6885645","2102760"
"739","12316067","2102761"
"95","1313163","2102762"
"369","5965900","2102763"
"329","5074839","2102764"
"31","475213","2102765"
"28","290996","2102766"
"186","2540342","2102767"
"118","2138479","2102768"
"95","1433400","2102769"
"36","573822","2102770"
"56","856484","2102771"
"148","2671446","2102772"
"40","513808","2102773"
"1182","20175908","2102774"
"26","416842","2102775"
"153","2263825","2102776"
"12","315251","2102777"
"28","419893","2102778"
"240","3689478","2102779"
"489","6750531","2102780"
"142","2395291","2102781"
"48","630541","2102782"
"18","180707","2102783"
"612","9832410","2102784"
"1023","14369081","2102785"
"3578","55772231","2102786"
"851","12127492","2102787"
"1598","27061553","2102788"
"338","4369673","2102789"
"318","6367185","2102790"
"59","801740","2102791"
"827","11317191","2102792"
"3058","48973405","2102793"
"288","4866555","2102794"
"24","392215","2102795"
"608","8375118","2102796"
"314","3768116","2102797"
"414","6356562","2102798"
"165","2261023","2102799"
"55","683050","2102800"
"39","506864","2102801"
"73","1195868","2102802"
"1881","29908561","2102803"
"46","719857","2102804"
"129","1566265","2102805"
"445","5742539","2102806"
"2613","42199889","2102807"
"318","6367185","2102808"
"739","12316067","2102809"
"369","5965900","2102810"
"836","12006077","2102811"
"31","475213","2102812"
"186","2540342","2102813"
"36","573822","2102814"
"324","4965855","2102815"
"1182","20175908","2102816"
"153","2263825","2102817"
"346","5736039","2102818"
"608","8375118","2102819"
"2620","42224628","2102820"
"108","1533194","2102821"
"268","4109371","2102822"
"153","2263825","2102823"
"318","6367185","2102824"
"209","3444326","2102825"
"3508","54926305","2102826"
"709","10600965","2102827"
"291","3647816","2102828"
"481","6343995","2102829"
"1598","27061553","2102830"
"3576","63947225","2102831"
"47","628137","2102832"
"161","1797976","2102833"
"29","358958","2102834"
"74","759526","2102835"
"120","1649795","2102836"
"16","233105","2102837"
"290","4951248","2102838"
"219","3662452","2102839"
"266","3176001","2102840"
"104","1329057","2102841"
"94","1697833","2102842"
"19","185459","2102843"
"207","3396438","2102844"
"117","1856595","2102845"
"78","1055371","2102846"
"395","7039706","2102847"
"7","219563","2102848"
"5","47642","2102849"
"309","5226378","2102850"
"491","6249298","2102851"
"771","21270780","2102852"
"489","8737539","2102853"
"246","3473713","2102854"
"363","5545419","2102855"
"310","3822441","2102856"
"584","9347416","2102857"
"187","2121641","2102858"
"49","540796","2102859"
"74","759526","2102860"
"123","1700800","2102861"
"16","233105","2102862"
"290","4951248","2102863"
"104","1329057","2102864"
"194","2750001","2102865"
"142","2144656","2102866"
"266","3176001","2102867"
"363","5545419","2102868"
"207","3396438","2102869"
"31","323296","2102870"
"395","7039706","2102871"
"5","47642","2102872"
"187","2121641","2102873"
"497","8347686","2102874"
"120","1649795","2102875"
"363","5545419","2102876"
"752","20996137","2102877"
"374","4746271","2102878"
"142","2144656","2102879"
"19","274643","2102880"
"489","8737539","2102881"
"6799","135863715","2102882"
"1227","24788997","2102883"
"185","2853087","2102884"
"297","6476995","2102885"
"167","4264454","2102886"
"12","185164","2102887"
"280","5063565","2102888"
"175","3286739","2102889"
"52","1046106","2102890"
"1014","23921740","2102891"
"71","1230231","2102892"
"23","474837","2102893"
"447","10313145","2102894"
"613","11666135","2102895"
"320","5788598","2102896"
"1166","23584123","2102897"
"843","17538223","2102898"
"1181","28186194","2102899"
"436","6162486","2102900"
"255","4155643","2102901"
"1906","37283025","2102902"
"439","8181737","2102903"
"84","1153727","2102904"
"21","464431","2102905"
"1227","24788997","2102906"
"449","6370224","2102907"
"297","6476995","2102908"
"255","4155643","2102909"
"280","5063565","2102910"
"756","15301210","2102911"
"175","3286739","2102912"
"167","3429466","2102913"
"1014","23921740","2102914"
"543","10189968","2102915"
"1317","26095689","2102916"
"255","4155643","2102917"
"646","14235838","2102918"
"1053","21778205","2102919"
"299","5324167","2102920"
"434","6154686","2102921"
"194","3262723","2102922"
"1181","28186194","2102923"
"34459","771204719","2102924"
"683","19516144","2102925"
"449","7913337","2102926"
"454","8843457","2102927"
"556","12807011","2102928"
"1631","31699824","2102929"
"1067","18518642","2102930"
"75","950723","2102931"
"132","1602771","2102932"
"304","6668630","2102933"
"3445","72795220","2102934"
"14","112969","2102935"
"942","14501095","2102936"
"156","2136058","2102937"
"363","8149724","2102938"
"219","3711474","2102939"
"83","3061299","2102940"
"24","333255","2102941"
"6464","147309292","2102942"
"1314","43179427","2102943"
"54","1040913","2102944"
"630","11112137","2102945"
"1957","31581948","2102946"
"1128","21306252","2102947"
"635","12667415","2102948"
"139","1851328","2102949"
"270","5861234","2102950"
"41","450386","2102951"
"258","3929492","2102952"
"34","718566","2102953"
"200","6510924","2102954"
"188","5256495","2102955"
"1624","56456835","2102956"
"13","237307","2102957"
"2101","46447727","2102958"
"162","3037731","2102959"
"811","15507167","2102960"
"124","4812676","2102961"
"27","382727","2102962"
"711","13978885","2102963"
"263","7716560","2102964"
"2768","85229760","2102965"
"2504","60611664","2102966"
"9838","223230621","2102967"
"1875","41531018","2102968"
"3415","89627154","2102969"
"2088","33295120","2102970"
"1132","21150152","2102971"
"368","5290959","2102972"
"3962","73535481","2102973"
"6280","128965445","2102974"
"2341","76691545","2102975"
"574","13358264","2102976"
"454","8843457","2102977"
"1082","33110923","2102978"
"1631","31699824","2102979"
"1376","23754029","2102980"
"79","1136789","2102981"
"134","1635146","2102982"
"304","6668630","2102983"
"3445","72795220","2102984"
"77","1114460","2102985"
"1298","21903346","2102986"
"1994","32063529","2102987"
"276","3916863","2102988"
"6464","147309292","2102989"
"1132","21150152","2102990"
"630","11112137","2102991"
"1128","21306252","2102992"
"2076","54017983","2102993"
"139","1851328","2102994"
"270","5861234","2102995"
"200","6510924","2102996"
"293","6903069","2102997"
"13","237307","2102998"
"2101","46447727","2102999"
"162","3037731","2103000"
"811","15507167","2103001"
"2536","82018688","2103002"
"454","8843457","2103003"
"4075","83907357","2103004"
"1067","18518642","2103005"
"105","1646574","2103006"
"162","3037731","2103007"
"811","15507167","2103008"
"1132","21150152","2103009"
"602","16078812","2103010"
"8105","178773818","2103011"
"1422","27500741","2103012"
"1970","31730274","2103013"
"156","2136058","2103014"
"392","8995830","2103015"
"3415","89627154","2103016"
"2371","40628060","2103017"
"13","200166","2103018"
"5","146593","2103019"
"22","304755","2103020"
"250","4942484","2103021"
"21","275342","2103022"
"13","200166","2103023"
"170","2412515","2103024"
"170","2412515","2103025"
"13","200166","2103026"
"76","1719942","2103027"
"22","304755","2103028"
"13","200166","2103029"
"4130","109111462","2103030"
"200","4389212","2103031"
"326","6657776","2103032"
"11","216134","2103033"
"1014","26156133","2103034"
"216","17459730","2103035"
"9","266025","2103036"
"68","1177168","2103037"
"228","3994203","2103038"
"216","4626156","2103039"
"17","280512","2103040"
"257","6389749","2103041"
"279","4693004","2103042"
"9","491500","2103043"
"10","94688","2103044"
"19","585525","2103045"
"272","5400183","2103046"
"1354","33067872","2103047"
"548","10567847","2103048"
"473","23849479","2103049"
"246","4242109","2103050"
"60","975896","2103051"
"357","7658873","2103052"
"434","8502550","2103053"
"200","4389212","2103054"
"326","6657776","2103055"
"32","427352","2103056"
"228","3994203","2103057"
"1014","26156133","2103058"
"60","975896","2103059"
"68","1177168","2103060"
"216","4626156","2103061"
"308","6484387","2103062"
"257","6389749","2103063"
"279","4693004","2103064"
"394","7834944","2103065"
"11","146713","2103066"
"279","4693004","2103067"
"60","975896","2103068"
"64","1418496","2103069"
"1341","32925995","2103070"
"219","4635231","2103071"
"228","3994203","2103072"
"200","4389212","2103073"
"473","23849479","2103074"
"4996","115589054","2103075"
"43","707846","2103076"
"18","339287","2103077"
"103","2210669","2103078"
"200","4344335","2103079"
"2872","73372308","2103080"
"24","335853","2103081"
"167","3317707","2103082"
"54","672550","2103083"
"53","582826","2103084"
"409","8048396","2103085"
"36","586874","2103086"
"22","382675","2103087"
"118","2037080","2103088"
"205","4000225","2103089"
"3350","83336719","2103090"
"204","3759377","2103091"
"412","8059734","2103092"
"285","5379700","2103093"
"75","1026887","2103094"
"59","959966","2103095"
"44","747846","2103096"
"18","339287","2103097"
"103","2210669","2103098"
"2872","73372308","2103099"
"285","5379700","2103100"
"167","3317707","2103101"
"54","672550","2103102"
"409","8048396","2103103"
"36","586874","2103104"
"48","835546","2103105"
"18","339287","2103106"
"36","586874","2103107"
"285","5379700","2103108"
"101","1548708","2103109"
"3347","83308263","2103110"
"167","3317707","2103111"
"103","2210669","2103112"
"412","8059734","2103113"
"2007","37462284","2103114"
"66","831546","2103115"
"138","3284868","2103116"
"10","127592","2103117"
"58","1381795","2103118"
"4","122389","2103119"
"9","113198","2103120"
"287","4905085","2103121"
"82","1439460","2103122"
"140","1576071","2103123"
"369","6344545","2103124"
"87","1393769","2103125"
"536","13165294","2103126"
"264","4772031","2103127"
"160","2574101","2103128"
"105","1392628","2103129"
"68","919513","2103130"
"260","4992060","2103131"
"49","596088","2103132"
"66","831546","2103133"
"138","3284868","2103134"
"105","1392628","2103135"
"9","113198","2103136"
"287","4905085","2103137"
"82","1439460","2103138"
"51","601721","2103139"
"147","3398066","2103140"
"105","1392628","2103141"
"192","6052485","2103142"
"87","1393769","2103143"
"369","6344545","2103144"
"264","4772031","2103145"
"4788","86757780","2103146"
"141","2193504","2103147"
"445","7153797","2103148"
"439","8317238","2103149"
"149","1696113","2103150"
"2007","36656291","2103151"
"77","1571599","2103152"
"117","1951363","2103153"
"83","1441472","2103154"
"57","889267","2103155"
"419","9129896","2103156"
"7","185283","2103157"
"72","1360858","2103158"
"40","637377","2103159"
"161","3283701","2103160"
"84","1239658","2103161"
"2555","46507727","2103162"
"89","1271936","2103163"
"496","10701495","2103164"
"115","1770203","2103165"
"100","1300461","2103166"
"5","59215","2103167"
"521","8241770","2103168"
"754","13468125","2103169"
"141","2193504","2103170"
"445","7153797","2103171"
"67","955601","2103172"
"439","8317238","2103173"
"11","102876","2103174"
"393","7387798","2103175"
"99","1628798","2103176"
"2007","36656291","2103177"
"5","59215","2103178"
"117","1951363","2103179"
"57","889267","2103180"
"155","2463638","2103181"
"419","9129896","2103182"
"133","2904469","2103183"
"556","10268601","2103184"
"445","7153797","2103185"
"5","59215","2103186"
"51","806503","2103187"
"2307","41663498","2103188"
"73","1089960","2103189"
"96","1589798","2103190"
"496","10701495","2103191"
"3883","101326075","2103192"
"217","4066752","2103193"
"282","5153626","2103194"
"64","2721442","2103195"
"116","2050404","2103196"
"301","5542112","2103197"
"8","474309","2103198"
"217","3695333","2103199"
"1680","33840537","2103200"
"217","4066752","2103201"
"8","474309","2103202"
"313","5835659","2103203"
"8","474309","2103204"
"301","5542112","2103205"
"12284","280330004","2103206"
"343","8495328","2103207"
"1642","35642185","2103208"
"538","8166008","2103209"
"130","3198068","2103210"
"401","8136261","2103211"
"678","17601339","2103212"
"334","6020803","2103213"
"321","6066491","2103214"
"360","6926913","2103215"
"101","1553947","2103216"
"63","1113712","2103217"
"194","5057047","2103218"
"778","18900798","2103219"
"12","699853","2103220"
"22","314609","2103221"
"65","912205","2103222"
"165","5860261","2103223"
"653","15351468","2103224"
"50","860701","2103225"
"1473","41831252","2103226"
"2126","51931646","2103227"
"460","12240500","2103228"
"1456","36502137","2103229"
"165","2763966","2103230"
"652","12551035","2103231"
"65","927644","2103232"
"2768","52378124","2103233"
"2454","53152379","2103234"
"556","13728513","2103235"
"784","13885696","2103236"
"1642","35642185","2103237"
"614","9226315","2103238"
"401","8136261","2103239"
"652","12551035","2103240"
"334","6020803","2103241"
"321","6066491","2103242"
"1111","34569070","2103243"
"85","1428321","2103244"
"778","18900798","2103245"
"619","14842225","2103246"
"1976","41662988","2103247"
"22","314609","2103248"
"652","12551035","2103249"
"166","5881511","2103250"
"902","17035686","2103251"
"493","10317497","2103252"
"1456","36502137","2103253"
"54102","1804736938","2103254"
"662","14674518","2103255"
"2494","69605489","2103256"
"378","10631286","2103257"
"108","1564797","2103258"
"178","1873380","2103259"
"58","1016389","2103260"
"4273","209950519","2103261"
"4504","85588104","2103262"
"743","17669538","2103263"
"56","2572810","2103264"
"7472","212638695","2103265"
"1341","36837724","2103266"
"1919","103256179","2103267"
"650","12950396","2103268"
"926","14935132","2103269"
"4873","154946551","2103270"
"701","13715455","2103271"
"12","357815","2103272"
"193","2057216","2103273"
"58","2165277","2103274"
"865","21129058","2103275"
"234","5685764","2103276"
"287","9833673","2103277"
"285","3860840","2103278"
"127","1625823","2103279"
"7302","224472042","2103280"
"413","9936629","2103281"
"123","1724082","2103282"
"261","13391083","2103283"
"1133","18102354","2103284"
"3204","215467452","2103285"
"4087","166360399","2103286"
"5411","166775639","2103287"
"9676","250094368","2103288"
"7957","439498818","2103289"
"8643","261309766","2103290"
"1245","19291205","2103291"
"3677","143816410","2103292"
"469","5785099","2103293"
"7267","232215425","2103294"
"5341","101273989","2103295"
"1092","22745595","2103296"
"5079","170561275","2103297"
"513","12347487","2103298"
"1455","41427250","2103299"
"180","1891828","2103300"
"63","1074027","2103301"
"4273","209950519","2103302"
"4504","85588104","2103303"
"126","2298857","2103304"
"369","5512149","2103305"
"1293","23858951","2103306"
"7472","212638695","2103307"
"3677","143816410","2103308"
"650","12950396","2103309"
"4873","154946551","2103310"
"1835","31943524","2103311"
"12","357815","2103312"
"287","9833673","2103313"
"285","3860840","2103314"
"7302","224472042","2103315"
"413","9936629","2103316"
"123","1724082","2103317"
"3995","164809185","2103318"
"5079","170561275","2103319"
"5154","98538500","2103320"
"378","10631286","2103321"
"29","477187","2103322"
