"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Score","Time","Summary","Text"
"2693","B000SAPXSQ","A2DSSPC9OGAH3A","Marlene J. Waite","0","0","4","1280707200","Davidson's Rose Congou Leaf Tea","I am enjoying this tea and the price was reasonable.  I don't think the rose flavor is as pronounced as my favorite rose tea, but since I can not get that one at this time, I ordered this one, and it is very good."
"2694","B000SAPXSQ","A21AQZSNVB2YU3","Mojo & H","1","3","5","1275177600","Lovely Tea","I bought this tea many months ago and waited to review it, to see if I really liked it over time.I do.  This tea is really lovely.  The rose scent and taste are just right -- not too lame, not too overwhelming.  I find it slightly calming, even with the caffeine from the black tea.  Of the 6 or so loose teas in my drawer that I regularly use, this is the one I seem to reach for most often.  I'm diligent about brewing times.  This one is 5 min. and I set the timer.  Gives me a perfect cup every time.Don't forget that it's organic.  Support organic practices and do something beneficial for your body.This tea was a good buy and has withstood the test of time (for me)."
"2695","B00015BQB6","A2QDPD1G95B99","W. Jackson","2","2","5","1226707200","Yum.","Good beans.  I can't find these in the grocery stores where I live, but ordered them through this retailer with no problems."
"2696","B00015BQB6","A3KKDZEJGCK9OW","Catwoman ""Meow.""","1","1","5","1273104000","Adzuki beans","Adzuki ( or Azuki) beans are ment to be used in asian sweets. You can make sweet bean paste by boiling the beans for 30-40 min, (changing the water out at least twice) draining and mashing the beans with sugar.(strain the paste if you do not like the bean skins)  What you get is a paste that can be put on ice cream, fill pasteries or stuff into Mochi Cakes."
"2697","B00015BQB6","AK6IRH6UKVOO8","dax","1","1","5","1235520000","yummy","their not only good for you but their yummy.they smell like cloves when their cooking and taste  a little sweet."
"2698","B00015BQB6","A364G7X2C85G36","S. ANDERSON","0","0","5","1288569600","beans","Good stuff - like lentils you don't need to soak these.  They are small so feel good in the mouth."
"2699","B004Z8F1JI","A1TKVL7VNZZWX1","K. D. Powers","0","0","5","1348876800","Works for me!","I really like this flavoring. I try to stay away from sugar and artificial sweeteners so this was perfect because it contains absolutely no sweetener so I can add my own (mostly liquid stevia).  I also love vanilla flavoring in many things I make so I sometimes use this in place of extract which can be pricey if you use it a lot. For example, I make my own almond milk so I like to add vanilla to sweeten and lighten the taste. This works better than an extract because there is no alcohol taste. I also make blueberry syrup with agave and this flavoring and it turns out very good. I put it in pancake batter and the flavor still holds after cooking (also with cookies). I use this all the time and now I am not dropping $10 every couple of weeks for vanilla extract."
"2700","B004Z8F1JI","A1TXUOSHYDUZLO","S. Petersen ""budget mama""","0","0","3","1347235200","decent but Monin is better...","I wanted to love this but I just didn't. Despite being sugar free it has 15 calories per pump and in my opinion needs three pumps to add enough flavor to my iced vanilla lattes. If your going for calorie count this isn't favorable. I would however say if you think other brands are a bit too sweet or if calorie count isn't overly important you should give it a go, it may be just what you were looking for! As a side note if calorie count is unimportant I recommend their coconut cream flavorAmoretti Premium Coconut Cream Syrup (750mL), its delicious!"
"2701","B002BXJRBW","A13W704EWFJVFD","Debra","0","0","1","1332028800","Don't waste your money","We purchased from the original website 8 flavored sugars all but the raspberry was worth the money the rest had little or no flavor at all! It was expensive and not worth the money."
"2702","B002HQKRIK","A2IKWKIW5OS5CM","Heidi J","1","1","5","1305244800","Koala Crisps rock!","We've been eating this delightful cereal for several years.  My kids always feel better on gluten free foods and so do I.  Unlike the popular junky cereals, this version of a slightly chocolately cereal is light and not too sugary and it's a special treat for the kids.  I also like supporting Envirokids products - the pricing has come down to where it's nearly the same as the other mainstream cereals that are not as good for you."
"2703","B000EPQPQE","AXLYTEFUXEAJN","E. Dellosso ""Kraken8510""","7","7","5","1200096000","Lemonylicious","We received this as a gift, along with some homemade graham crackers.  My husband and I have become addicted to it.  If you love things like lemon meringue pie, you will adore this luscious,lemony spread on grahams, pound cake, etc.  Just a thin layer of this delicious confection enlivens your taste buds with an explosion of flavor.  I highly recommend this product if you are looking for a very special treat."
"2704","B000EPQPQE","A3OW2TVODBUSL9","Jay Johnson ""foodie""","3","3","5","1262131200","the best ever","I have never tasted any better! Need to keep refrigerated or it will lose color and flavor but is worth the price."
"2705","B000EPQPQE","A3PZN2Q3L37FCS","K. Scully","0","0","5","1346284800","Easy Summer dessert","Mixed with whipped cream and blueberries this lemon curd is a delicious, easy, quick summertime dessert that will delight any guests."
"2706","B003NDA970","A3OQFWMCMYYO4M","E. Charvat","20","20","4","1171152000","A Caveat","The popcorn itself is yummy, just be warned that we had trouble popping it using our air popper.  The kernels were too light and would blow out of the popper before they were popped.  It's great in the microwave or a pan, but maybe the larger white or yellow would be a better match for an air popper."
"2707","B003NDA970","A1KHOI0WVQRI2J","Matthew Brown ""mwbrown""","20","20","5","1151539200","Great Popcorn","I won't claim to be a professional food taster ... I just know what I like and don't like.  I don't like ""yellow"" popcorn, I don't like microwave popcorn, I like the ""white"" popcorn cooked in a pan.  For my ""popping style"" the Baby White pops great w/o lots of hard kernels.  'nuf said."
"2708","B003NDA970","A1U3SYIJ2RRBDG","JM","13","13","4","1170806400","Keep poppin!","This is really good. Tender, a little sweet. Easy to make in the Whirley Pop, and excellent with some Cheddar & Spice popcorn seasoning!"
"2709","B003NDA970","A1X37RPYOJLQXS","Linda S. Mcewen ""Linda""","13","14","4","1108771200","Tender","I was a little concerned to buy the popcorn, as you never know what you are going to get.  But I did and I am glad I did.  The popcorn is nice and tender, pops easy, great taste and hull-less.  I have moved from the microwave popcorns and glad I did because of this product.  I like the fact the the popped corn is small but great!"
"2710","B003NDA970","A3KPT4FF3J91W4","Keith Shepard ""Who cut the cheese?""","22","27","1","1169683200","Shipping is INSANE!!!","I love the popcorn, but the shipping costs are INSANE!! A total rip off. Wabash Valley Farms or Amazon or whoever is charging the shipping is out of their mind. 5 Stars for the popcorn. Minus 4 stars for the terrible cost associated with shipping. Argh...Yes, the popcorn is tender and luscious, and it melts in your mouth like you're eating cooked grasshoppers, but come on!!! Can't you ship this product for less?Shipping the 6 pound bag is even worse. *sigh* Too bad really."
"2711","B003NDA970","A1KHOI0WVQRI2J","Matthew Brown ""mwbrown""","7","7","5","1205020800","Our Favorite Popcord","We like the much harder to find ""white"" popcorn over the more common ""yellow"" popcorn and Amish Country Baby White is our absolute favorite.  We usually order 3 of the 6 lb bags 'cause we go thru it so quickly."
"2712","B003NDA970","A17VSUQ3HCBZVR","Donald D. Olson","4","4","5","1268438400","good popcorn","I love this popcorn. Only downside is the shipping and packing. Cost almost as much as the popcorn. Need to pack it better. Bag split and a bunch of loose popcorn falling out of the box when the guy brought it to my door."
"2713","B003NDA970","A1N5CS6SNE8GLU","Nic","4","4","2","1233792000","Too small, too much shell & not enough white fluffy part","I purchased the baby white by accident.  We usually get the medium white, which is great.  The baby is so small when popped that the taste and texture of the hull shell really overwhelm it."
"2714","B003NDA970","A2MRABCJV61EAH","MarathonGirl","4","4","2","1208908800","Tasty popcorn but kernels too small for a hot air popcorn popper","Tasty, small kernel popcorn. However, too small and too light to be popped in a hot air popcorn popper. The kernels are blown out of the popper before they are popped."
"2715","B003NDA970","A3ENX1Y48DJQVK","Jack Welch","4","4","3","1171670400","Small pops","The gourmet corn is smaller kernels than I like so would probably not buy it again.  But with their special oil and the Stir Crazy Popper every kernel pops every time.I will probably return to good old Jolly Time."
"2716","B003NDA970","A3GKMWN4QRGIDT","M. Lashley ""Hawkings is Junk""","3","3","5","1294704000","The Best","This is the best popcorn i have ever ate. I use a Whirley Popper to pop my popcorn. When you eat this baby white hulless you will never go back to any other popcorn. I gave my Orville Redenbacher's  and Walmart popcorn away..To many husks. You just can't beat this popcorn. It tastes sooooo good even my puppy loves it."
"2717","B003NDA970","A1TL8ME5TPUM2Y","Martha S. Morthland","3","3","5","1223510400","Amish Baby White Popcorn","I first had this popcorn at my 84 year old cousin's home. I thought it was so tender and delicious, and I wanted to buy some for myself. I found it on Amazon.com believe it or not!!!  Anyway, I ordered 6 pounds of it. All 6 pounds are now gone. This popcorn is REALLY good. It is different than other popcorns I have eaten because the kernels are small and very delicate. I consider myself a pro when it comes to popcorn because I have eaten it every night since I was a little girl. I usually eat my popcorn 1 kernel at a time, but since the kernels are so small, I ate it by the handful. My only complaint is that it does cost a lot to have it shipped. I wish I could find it locally so I would not have to pay for the shipping costs. If you like popcorn, I highly recommend it."
"2718","B003NDA970","A14YTWHIFDQQL1","Barry L. Thompson","2","2","5","1300320000","POPCORN DON'T GET ANY BETTER THAN THIS","OVER THE YEARS I HAVE BOUGHT A LOT OF POPCORN FOR POPPING AND I HAVE FOUND THIS SMALL BABY WHITE HULLESS TO BE THE BEST FOR POPPING AND NOT A LOT OF THE SO-CALLED OLD-MAIDS I ALSO HAD TO RETIRE MY 20 PLUS YEAR OLD WABASH VALLEY FARMS STOVETOP POPPER IT WAS A GOOD ONE SO IF YOU LIKE POPCORN AND WHO DOESN'T THIS POPCORN AND POPPER COMBINATION IS THE BEST AND THE POPPER COMES WITH A 25 YEAR WARRANTY AS WELL MONEY WELL SPENT YOU WILL NOT DISSAPOINTED WITH EITHER OF THEM SO ENJOY"
"2719","B003NDA970","AOFN9SZFS8P73","John K. Murtaugh","2","2","5","1297209600","Best Popcorn","This is the best popcorn I have ever had.  As a kid I ran the popcorn machine in a theater so I feel I know what I'm talking about.  We used yellow popcorn but I still think white is best."
"2720","B003NDA970","A274MW4ORJPJV4","Carolyn Burger","2","2","4","1233014400","baby white popcorn is tasty and has no hulls to get into teeth","Baby white popcorn from Wabash Farms pops nicely, has no meanacing hulls to get into your teeth, and is very tasty. What more could you ask from a popcorn? I highly recommend this product. At least a four star."
"2721","B003NDA970","A3K3088Y6J6JM9","N. Smith","2","2","5","1212019200","Enjoy","The small, white popcorn is the best!  Very delicious - and I've tried lots."
"2722","B003NDA970","A1F94JN9S6ITNK","Diane Matthes","2","2","5","1203638400","Best Popcorn Ever","This was the sweetest, smallest, hulless, best tasting white popcorn I have ever had.  Just placed an additional order for a 6 lb. bag as well as other varities carried by this company."
"2723","B003NDA970","A20HKLJ1MKE0DG","D. Adams ""Country Boy""","2","2","5","1198627200","GREAT","Great popcorn!! Good popping results and wonderful flavor.  Can't help but love it and I will re-order when I run out.  Recommend to one and all"
"2724","B003NDA970","A28JNLWC1Z1ESW","S. Hawkins ""Ivory""","2","2","4","1176163200","Good Stuff","I love little white kernels of popped corn.  This was good stuff, but I think I'll try a larger white kernel to pop next time, my preference."
"2725","B003NDA970","A3ISO5VNV6B8QO","A. Coe","2","2","5","1168473600","Popcorn lovers love this popcorn!","Pops great in the microwave.  Much better than many store brands.  Good product."
"2726","B003NDA970","A1RCHU3WIIE9FS","hildamatt","1","1","3","1339027200","dissappointed","I was disappointed.  I thought being Amish and according to the advertising that it would be exceptional.  But it's just popcorn, no better than others I've purchased.  So, so. I would not buy it again."
"2727","B003NDA970","A4T1ZBS2ZMOPC","Patricia J. Wicker ""DVD connoisseur""","1","1","4","1308528000","Very good popocorn","My doctor told me I must eat ""hulless"" popcorn if I have popcorn at all.  Because I can't give up my favorite snack, I bought this Wabash Famnily Farms Amish Country popcorn.  The kernels are tiny, but they pop well, although not as big and fluffy as the popcorn I get from the grocery store.  It tastes great, however, and has fewer and smaller hulls.  I don't think there is such a thing as completely hulless,but Ido notice thst I don't get the hulls stuck in my teeth anymore."
"2728","B003NDA970","AXLZI90QU5TD4","boston904","1","1","4","1302566400","good stuff","I ordered 3 6lb bags with free shipping because of the reviews. I really like it but the real test was my wife's opinion and we also ordered 4 and 1/2 lbs of popcorn from the Boulder popcorn co and the kernels were a little smaller and tasted better. We use coconut oil and it has very good flavor even without butter. I really like the Cambria's Cream kernels the best"
"2729","B003NDA970","AJEEIBHMERP4E","Ada L. King","1","1","5","1291075200","Crispy & light!","I just made some in my Whirley Pop.  It really is lighter and crisper than the larger, yellow kernels.  None of those large hulls either.  The only difference is, it pops up much smaller than the yellow, so you need to almost double the amount of kernels used per pot.  Lovely homemade popcorn."
"2730","B003NDA970","A3JLI8RXU06TPG","M. P. McDonald ""Author""","1","1","5","1278720000","Spoiled me for other popcorn","Use olive oil to cook this, salt it well, and it is the best, most tender popcorn I have ever eaten. I add a tiny bit of butter to mine, but don't need it. My nine year old daughter didn't like popcorn until she reluctantly tried this. After a few bites, she consumed half the bowl!I bought mine at a specialty popcorn shop in Long Grove IL, so I didn't have to pay shipping costs, but when it's gone, I might have to bite the bullet and order it from here."
"2731","B003NDA970","A2PD36N1X2T1NE","J. Thomas","1","1","3","1242950400","Heed the advice on hot air poppers","Wish I would have read the reviews that discuss the product's performance in hot air poppers.  The PC is very tasty and light with no residual kernel shells that get stuck in your teeth...4 stars.Problem with using it in hot air poppers is that the kernels are too light and fly out of the machine before they pop.  Tilting the machine helps keep them inside, but it would be simpler just to find another larger kernel corn."
"2732","B003NDA970","A14WXLY4BSE61M","graymate2004","1","1","4","1217116800","Amish Country Baby White Popcorn","We've enjoyed this popcorn every bit as much if not more than the Movie Theater Popcorn.  It's light and fluffy - tender - and delicious.  I think we enjoy it a bit more because we know there is no ""palm"" oil or coconut oil in it - we can control what oils we add or leave out.  It works well with the popper - in fact just last night we had a popper full of this corn and followed it with the other because we had purchased so much of the other - we enjoyed this more."
"2733","B003NDA970","A1QY67UJ76TWQD","James G. Bates ""UncleJim""","1","1","2","1209686400","average taste","Popcorn has grear color (white)  But taste is average and due to shipping costing more then product, I would not buy again."
"2734","B003NDA970","A39KH7TSRC0K04","Misha King ""Afritalian""","0","0","5","1350777600","Great little mini popcorn!","I bought the Whirley-Pop Stovetop Popcorn Popper several months ago, which (of course) the Wabash Valley popcorn came recommended (same company). I thought...what the heck; I've always wondered how ""gourmet"" popcorn differed from Orville or other everyday popcorn brands.Let me tell you...IT IS WORTH THE EXTRA MONEY! I can really taste the difference in quality. AND, ""normal"" popcorn just doesn't taste right when you make it in the Whirley-Pop.This popcorn is so tender and tasty. It was a little weird to see and eat at first because it's about half the size of regular popcorn. But, I believe this characteristic is essential in helping the seasonings completely coat the corn.My favorite prep methods include using the Whirley-Pop and Nutiva Organic Extra Virgin Coconut Oil (see my review for that for more details!) I add a little peanut oil, sea salt, black pepper, and a good amount of Vegaline Garlic Mist Cooking & Seasoning Spray. YUMMY!!!!I've tried the other Amish Country popcorn, and they're all good. This is my favorite, though!"
"2735","B003NDA970","A3PJACXRVEXKPL","Rosalie A. Alday","0","0","5","1349913600","Tops in the Popcorn World","This popcorn is really great!  We enjoy the taste and the smallness of the actual popcorn.  Its not like the popcorn that is big and fluffy its small and really great to eat.  I eat only this popcorn now and order every three months. Highly recommend to the popcorn lovers of the world."
"2736","B003NDA970","AAUICTIUBVU7R","Roy Berger ""Everyman""","0","0","5","1345766400","GREAT HULL LESS POPCORN","I bought a bowl to pop the corn in along with this popcorn. And put two handsful in the bowl and set the microwave on Popcorn. But it needed more popping for all to pop, in fact almost twice as much time. But the results are great.Today we will get the seasoning I bought for it and look forward to using it to have a woderful snack while watching TV."
"2737","B003NDA970","A26GU700BXI170","Over Priced","0","0","1","1341619200","Poor product","This is  terrible popcorn! No taste, poor popping ratio. and the size OMG! I popped this Gourmet popping corn in front of a party, everyone busted out in laughter!"
"2738","B003NDA970","A31RZMVAFMLB8B","Sharp Photo","0","0","1","1336867200","Rip off Alert","Do not spend your money on this product as you will find the popping ratio extremely poor. One cup of popcorn will have 1/2 cup of  un poped (old Mades) kernels left over which is unacceptable.This is a non returnable item so if you buy this one you are just out of luck, so I recommend staying away from this one."
"2739","B003NDA970","AX9A87U8XDE00","Dale Hammond","0","0","3","1334448000","Okay but there's much better","This is my first time trying Wabash Valley Farms Amish Country Baby White.Pros: It's okay with a nice mild nutty flavor. The hulls are more pronounced than with some other Amish ""Baby White.""Cons: It tends not to briskly pop up. In fact, we've burned several pans because popping it is tricky. We found that the microwave often works better than pan popping. And as mentioned above, the hulls are much more noticeable than with other Amish ""Baby White"" brands.We purchased these 6 bags and we'll use them up but won't be ordering any more. Next time we'll drive the long distance to our nearest Amish store."
"2740","B003NDA970","A137FD3V4Y0XU","B. Brockman","0","0","3","1327104000","Good but----","If you like your popped corn small this is for you. Taste is good and it is crisp yet tender. The only real complaint is it has a disproportional amount of hull."
"2741","B003NDA970","A25BVRWTD7GN8Y","veryhappywithorder","0","0","5","1323388800","very good","popcorn is very good.  cant believe the difference between this popcorn and the regular stuff at the story. a very good purchase."
"2742","B003NDA970","A1ASB4OGGHXNBQ","6 Loads A Day","0","0","2","1322697600","This is not hull-less popcorn! Or even close.","Bought 6lbs of this popcorn based on reviews that the hulls are softer on this Baby White than on regular popcorn.  Not only are the hulls just as tough as regular popcorn, the corn pops up so tiny that it's about 1/3 hull, 2/3 popped corn per kernel! I was hoping to use this as a healthy snack for my kids who love popcorn but not the hulls.I popped this using every tip I could find on the internet; all experiments still resulted in a tough hull."
"2743","B003NDA970","A1BT7GMP117HQH","Ryan Mahoney","0","0","3","1318204800","Received wrong product","Received the ""Baby Yellow"" instead of the correct ""Baby White"" kernels. Unable to return the product since it's a grocery item, but Amazon.com customer service did an excellent job and provided a full refund. As far as can tell, no other issues with product."
"2744","B003NDA970","A2JVS4Y2LN8ZBJ","A. Denton ""Mommy of 1 and loving it!""","0","0","4","1302998400","Pops well, not much flavor","I liked the idea of the small popcorn.  It pops up really well in the popper but it doesn't have much if any ""popcorn"" flavor.  Was pretty bummed by that."
"2745","B003NDA970","A39U687FJFOE43","J. Mertes ""AZShopaholic""","0","0","4","1292457600","Wow, it's worth the cost for tender white hulless","I used to grow the Japanese hulless in small quantities for my stovetop popper. This is the closest I can find. If you are appalled by the shipping cost, like I was, try looking elsewhere for a better deal. For instance, one popular site offers 6 lbs for $11.95 with FREE shipping if you sign up for repeating shipments (which you can cancel any time). Try www.c**king.com."
"2746","B003NDA970","A1W61SHZ2YZUJD","John","0","0","5","1284163200","Amish Country Baby White","I have made this my popcorn of choice.  I enjoy the flavor and kernal size."
"2747","B003NDA970","A2YAUI2KUEJ9AF","C. FELDPAUSCH","0","0","5","1272240000","wonderful","Get it, Get it, Get it! This popcorn is truly the most tender, delicious popcorn I have ever tasted."
"2748","B003NDA970","AN9N29UZ7R6J2","Scooter","0","0","5","1270339200","yummy","Got three different Amish popcorn's for my daughter's Birthday..she is always on a diet, I got her the hot air popper same time...she & my grandson..( he's 4) loved it..she ate a bowl every night &  still lost 15 lbs !! not saying it's a diet food, just satisfiing !!"
"2749","B003NDA970","A1UEK9HPGME6GE","Sally Anderson","0","0","5","1268006400","Best Popcorn Ever","I bought this popcorn as a gift for some dear friends. The have commented back several times that it's the best popcorn they have ever had. They love it!  They had shopped in the DC metro area to find white popcorn and could never find it so one look on Amazon was all it took to find this -- the best popcorn ever!!"
"2750","B003NDA970","AUXGA0GCHRI7X","Rebecca B. Jones","0","0","5","1264809600","Microwave Popcorn","I bought this for my daughter's new microwave popcorn popper as a Christmas gift, and she says that it is delicious, but pops up smaller than other popcorn.  She likes it a lot."
"2751","B003NDA970","A1UP81S8OCJASL","A. Dominguez ""A.""","0","0","5","1264377600","wonderful","This is very high qulity pop corn, I recomend it.  Almost all kernels pop and they are a crisp white when they pop.  Very healthy and yummy!"
"2752","B003NDA970","A1CZLOI3W8E5JM","D. Howell ""Reader X""","0","0","5","1264291200","Just a tad too small for my wife's taste, but kids and I love it","Pops fully, few spare kernels with the traditional stovetop method.  Small, fluffy kernels, not a lot of 'misfires' that are only partially evolved.  My wife says they're a tad too small for her taste, but the kids and I really love this popcorn."
"2753","B003NDA970","A1HQQJ5S4S449V","Paul E. Barsness ""Paul Barsness""","0","0","4","1259280000","small but good","This popcorn brings me back to days before the microwave version. What a treat it was to savor the taste and lightly salted lily white popcorn that was popped over the heat of a stove burner again."
"2754","B003NDA970","A1UP81S8OCJASL","A. Dominguez ""A.""","0","0","5","1254441600","Love it","I love this brand,  all kernels pop and they are a nice size, texture and flavor."
"2755","B003NDA970","ANVBP09ACG85O","Patricia R. Hamilton ""words are wonderful""","0","0","5","1254355200","great popcorn","I have not eaten this popcorn or tasted it myself, it was part of a gift for my daughter in Grad School.  She likes the fluffy quality of the popped corn and the not so many hulls - also the big bag makes her think she can make it last until Christmas ( that remains to be seen) without having to buy more.  A very good snack for a poor Grad Student"
"2756","B003NDA970","A1DHS99SF9F67M","A. O'Meara","0","0","5","1250553600","The best popcorn I've ever tasted...","I'm a huge popcorn fan and have tried all sorts, and the Amish Country brand popcorn is the best I've ever eaten.  Absolutely delicious!"
"2757","B003NDA970","A1J8JA6ULCWRPY","Mary Rellez","0","0","5","1241136000","fabulous popcorn","There are very seldom any unpopped kernels, which is nice and the flavor is wonderful. Not a whole lot to say about popcorn. I always buy from you guys and will continue to."
"2758","B003NDA970","A1BXR4SI6MQLHV","J. S. Douglas ""hlwdjsd""","0","0","5","1221696000","Yummy popcorn.","I love white corn, in all its forms, including popcorn. And I hate how outrageously expensive the kernels are in the supermarket, so I love this popcorn."
"2759","B003NDA970","A2Q4CM2SJHV1KJ","Louis L. Hubbard ""lou""","0","0","5","1221264000","great product, a little pricy, but worth it.","I enjoy it practically every evening, it is very good popcorn, not as much hulls and small when popped."
"2760","B003NDA970","A3FHU0RRM34EYO","Eileen","0","0","5","1211760000","A great popcorn for small children!","This popcorn is much smaller than your average popcorn, and it is virtually hulless.  That is exactly what I was looking for in a popcorn because my 3 year old LOVES popcorn.  With 3 year old children, you have to be concerned with the hulls causing choking or hurting their tender gums.  My son has no trouble eating this popcorn.  It is soft and light, doesn't get stuck in your teeth nearly as much, and has a great flavor.This is now my popcorn of choice for our whole family.  I usually pop it in my 10 year old cheap hot air popper with no problems.  I get very few unpopped kernels. Another reviewer stated that it flies out before popping, but I have not experienced this problem (it could depend on the popper, I suppose).  I have tried microwaving it in a paper bag, but I always seem to end up burning it.  I think it takes a little more trial and error for microwaving to get the time just right, so I just stick with my hot air popper. I get great popcorn every time!"
"2761","B003NDA970","A13PKUDXDS9R0J","H. Mcdaniel ""zazu pitts""","1","2","1","1314748800","the worst popcorn on the planet","I am so surprised that they have this popcorn for sale.  I received 6 bags the other day and the special popcorn pan from Wabash Valley Farms Amish Country ....GOURMET ... well.. the popped kernels are the size of a pea and with hulls.  It burns very easily.  There are too many old maids due to the delicate nature of the kernel.  I ended up throwing most of the popped corn away.  I am so disappointed in this product.  I now have 5.75 bags of this stuff ... I have nothing good to say about it ... but if you like tiny popped corn with lots of hulls then this may be your product.  I am giving mine to the squirrels."
"2762","B003NDA970","A2FCF5D90Z9J6L","Nina Harris ""Nina H""","1","2","5","1302393600","Excellent popcorn","I bought this with the whirly pop popcorn popper, and I made some as soon as I got them. It is the best popcorn I've had. I thought I would mind the smaller kernel size, but I didn't. There is substantially less hull than regular popcorn. The flavor is great. I suggest using peanut oil for popping popcorn. It gives popcorn a great nutty taste - really delicious. You can buy peanut oil at any oriental (Asian) store. It's better than olive oil (olive oil and popcorn is too weird for me). But peanut oil is perfect. You won't need butter flavor or anything like that again (artificial butter flavorings are full of chemicals). Now, we pop around three times a day and always crave this for a snack instead of junkfood. Try it and you'll be popping like us."
"2763","B003NDA970","A2UAOB2Q7PD5OS","tolepainter","1","2","2","1299196800","popcorn","the baby white popcorn has lots of hulls when popped, very small kernels and scorched the bottom of my new whirley popper. I've had several poppers and this is the first time one has scorched and the first time I've used the Wabash corn. shipping charges were very high for a relatively inexpensive corn."
"2764","B003NDA970","A3VS5CL3F0Y4EE","V Cisar","1","2","1","1283212800","Wabash  Valley Farms Amish Country Baby White Popcorn","This popcorn has alot of hulls I order 4 bags and can't stand to eat it it's so hully - terrible"
"2765","B003NDA970","APV35AMLRGQCW","A. Sanchez","1","2","3","1278288000","Popcorn was alright","The Popcorn was delivered as promised in an attractive wrapper. I used the Whirley Pop popcorn maker and used 2 tablespoons of olive oil and popped it according to the instructions of the whirley popper. While the majority of the kernels popped, there was also a large amount of 'seeds' or residue that can get caught in your teeth and are somewhat distracting while you're eating. I actually got better results using Orville Redenbacher White Popcorn Kernels in the Whirley Popper (and it was actually cheaper at the local market). Overall I give Amish Country 3 out of 5 stars and mostly for the presentation of the package than for the yield results."
"2766","B003NDA970","A238CW7NRGBM5T","James Adams","1","2","1","1260748800","Nonthing but deadheads","I ordered this because Amazon recommended it to go along with the Redenbacker popcorn popper I got from them. Hey, only a few of these actually pop! Most of these small, unpopped kernels get thrown out of the popper. What an absolute waste of money!"
"2767","B003NDA970","AES7A0KZU3K6T","J. Coughlin","1","2","3","1240272000","Small Kernals","This is good popcorn, but it is very small so you need to make twice as much as you normally would."
"2768","B003NDA970","A32NBX16MDTNHU","Aubyn F. Mcgrath ""emma""","1","2","1","1236556800","amish popcorn","worst popcorn ive ever bought.  chewy not fluffy.  gave it to the birds for bird food.  postage was outrageous!  just not a good experience all around.  wont be buying from them ever again."
"2769","B003NDA970","A2AFK8D674G3MG","Texas ""Grandma""","1","2","4","1235260800","Delicious Popcorn","This is delicious popcorn -- lost a star because I use a hot air popper and many of them  ""jump"" out before popping.  Great flavor, great texture - tender.  I do not add anything even though I have purchased three different flavored toppings.Thanks,"
"2770","B003NDA970","A2C4A4BXGMNQ74","B. Dube","1","2","1","1210118400","Baby White Popcorn","This ""Baby White"" popcorn pops small and somewhat hard.  I have tried several batches with various adjustments of heat, using a ""whirlypop"" popcorn popper.  Unsatisfactory results!  I won't purchase this again."
"2771","B003NDA970","A28CVWG4VU0REI","Charlotte Lloyd","0","1","2","1253145600","great popcorn  terrible price for shipping","wE LOVED THIS POPCORN  BUT COME ON  SHIPPING IS WAY OVER THE TOP  WE WOULD SETTLE NEXT TIME FOR SOMETHING WE CAN BUY BUT NOT SPEND 3 TIMES ON SHIPPING"
"2772","B003NDA970","A3RNQY7LS0HUYW","Karan Granda","3","7","1","1232668800","Amish County Baby White Popcorn not really in stock","I can only go as low as 1 star on the review, though I'd like to rate it a ""0""- this item still shows in stock, but clearly isn't, which is why my order was canceled from Amazon today. Amazon suggested I search out the item again, and in doing so I see that this same vendor states the item is available. Not so.Technically this review does not relate to the quality of the product, just the ability to be able to ship it. Good luck!"
"2773","B004YUF9FS","A2Z38DS9VDP5D1","Sandu","0","0","5","1336953600","Yummy!","Got this for like $10 on a warehouse deal. It was a bargain! I received them in early May and the label says best before June. At a rate of one can per 2-3 days, I don't think I'll have a problem finishing them off before June. (I know, I have a sweet tooth). All 4 cans had some dents on them but the condition of the gulab jamun inside was good. They were just as described - soft cheese balls (about 20 per can) in a sugar syrup with just a hint of cardamom. Warm it up a before eating for the maximum flavor and texture."
"2774","B00002NCJC","A196AJHU9EASJN","Alex Chaffee","0","0","4","1282953600","thirty bucks?","Why is this $[...] when the same product is available for $[...] here?http://www.amazon.com/VICTOR-FLY-MAGNET-BAIT-REFILL/dp/B00004RBDYThe Victor M380 and M502 traps are unreal, of course -- total fly genocide. Pretty stinky, but only right nearby."
"2775","B00002NCJC","A13RRPGE79XFFH","reader48","0","0","5","1281052800","Flies Begone","We have used the Victor fly bait for 3 seasons.  Can't beat it.  Great product!"
"2776","B000J2DQ46","A2TFLD78C0GRV2","Pompeia","22","23","5","1264723200","In my opinion, the best clam chowder out there!  A perfect winter meal.","Bar Harbor clam chowder is absolutely fantastic!1. I am not usually a fan of soup out of the can.2. I am really picky about my clam chowder.That said, I get this stuff in bulk.  There are several reasons for this, the first of which is the great flavor of clams and potatoes.  Second, I like the fact that the ingredients are all natural and, third, that one can adjust the level of creaminess and viscosity with what one adds to the soup (I like to use a mixture of milk and cream).  The fourth plus is that this soup contains neither bacon nor excessive amounts of spice or pepper - two things that ruin clam chowder for me.  I know bacon is popular with a lot of folks but I really just want to taste the clams when I have a bowl of New England clam chowder.  If you're like me in that respect, then I think you will like this soup too!p.s. As a child, I was a fan of Friendly's clam chowder (before they changed their recipe).  Bar Harbor is even better!"
